loan_id,age,gender,region,employment_status,employment_length,employer_tenure_years,home_ownership,annual_income,stated_income,verified_income,credit_score,open_accounts,delinq_2yrs,inquiries_6m,util,revol_bal,dti,loan_amount,term,purpose,application_type,grade,sub_grade,interest_rate,ip_risk_score,device_change_30d,has_document_mismatch,income_mismatch_ratio,default,fraud,application_date,issue_date,first_payment_date,days_to_fund
4048,66,Female,Waikato,Student,5,5.6,Mortgage,116709.39,115686.67,114181.43,724,8,0,2,8.98,892.47,17.01,35716.45,60,vacation,individual,C,C2,0.146715854084115,24.4,0,0,1.01,0,0,2024-09-09,2024-09-22,2024-10-13,13
4049,37,Female,Gisborne,Part-time,1,4.8,Rent,142219.37,172924.18,144458.68,678,11,0,2,50.63,4948.97,2.91,25690.91,36,car,individual,D,D5,0.1862395949593568,42.4,2,1,1.2,0,0,2023-12-29,2024-01-03,2024-01-20,5
4050,42,Male,Taranaki,Unemployed,4,4.4,Rent,129100.4,60228.88,114471.53,754,10,1,2,33.07,11202.66,5.47,22605.07,36,debt_consolidation,individual,B,B1,0.1375323345448115,39.2,0,0,0.53,0,0,2025-04-01,2025-04-14,2025-05-09,13
4051,31,Male,Otago,Self-employed,2,2.6,Rent,213208.39,242669.58,197635.24,624,12,0,1,16.91,4073.68,0.0,12955.3,36,car,individual,E,E3,0.2212747964026202,14.7,0,0,1.23,0,0,2024-01-17,2024-01-30,2024-02-25,13
4052,40,Other/Prefer not to say,Nelson,Employed,4,3.7,Rent,61556.04,66605.14,61194.41,681,16,0,1,48.25,2679.45,24.9,70000.0,36,home_improvement,individual,D,D5,0.21313603097686,43.8,0,0,1.09,0,0,2023-08-21,2023-08-22,2023-09-13,1
4053,43,Female,Marlborough,Unemployed,8,4.8,Rent,72291.6,48634.67,75133.08,687,12,0,3,52.28,1699.77,15.44,5821.48,36,debt_consolidation,individual,D,D5,0.1802508839369676,24.8,2,0,0.65,0,0,2025-02-15,2025-02-26,2025-03-18,11
4054,40,Female,Waikato,Unemployed,7,7.7,Mortgage,78789.92,89131.14,79086.53,750,16,1,0,52.12,2766.92,16.6,29718.4,36,car,individual,B,B1,0.1361990424834083,32.5,0,0,1.13,0,0,2023-12-10,2023-12-17,2024-01-04,7
4055,28,Female,Waikato,Unemployed,2,8.1,Mortgage,62686.65,73229.19,64791.38,622,12,0,0,33.91,3404.91,17.88,17790.39,60,car,individual,E,E5,0.2280470674982546,39.2,2,0,1.13,0,0,2024-07-02,2024-07-10,2024-08-04,8
4056,40,Female,Canterbury,Employed,6,1.8,Mortgage,89989.65,61125.78,90877.44,694,10,0,1,47.37,1244.33,3.75,7298.62,36,small_business,individual,D,D4,0.2098041112170184,55.5,0,0,0.67,0,0,2025-03-27,2025-04-09,2025-05-01,13
4057,53,Female,Canterbury,Self-employed,14,6.0,Rent,23281.64,18919.73,24767.35,650,10,0,3,14.44,1600.05,2.92,38773.99,36,debt_consolidation,individual,E,E3,0.239320127121167,35.4,0,0,0.76,0,0,2024-07-06,2024-07-13,2024-08-05,7
4058,42,Female,West Coast,Employed,5,5.9,Rent,73503.31,107526.36,78964.19,687,0,0,1,35.42,2091.05,19.92,23037.89,60,car,joint,D,D4,0.2030422439611942,42.8,0,0,1.36,0,0,2024-06-12,2024-06-23,2024-07-17,11
4059,48,Male,Nelson,Unemployed,1,1.2,Rent,28443.66,28805.73,27362.14,704,7,0,3,31.14,1269.28,15.54,18788.0,36,other,individual,C,C3,0.1569193094840334,41.7,0,0,1.05,0,0,2025-05-05,2025-05-19,2025-06-04,14
4060,36,Female,Northland,Employed,6,4.0,Rent,36481.79,45424.4,38093.64,603,8,0,3,9.38,4657.61,3.19,17155.21,36,other,individual,F,F5,0.2862715007945159,11.4,0,0,1.19,0,0,2025-02-27,2025-03-12,2025-04-11,13
4061,45,Female,Nelson,Self-employed,1,10.3,Rent,100899.12,128682.74,103462.56,756,11,0,2,10.58,7014.67,19.09,10835.42,36,small_business,individual,B,B2,0.1236770273095696,14.8,1,0,1.24,0,0,2025-03-29,2025-04-02,2025-05-01,4
4062,41,Female,West Coast,Employed,10,4.1,Rent,57680.41,65108.92,64903.92,706,9,0,4,37.72,2554.27,19.71,15569.06,36,small_business,individual,C,C1,0.1639923497120171,38.3,0,0,1.0,0,0,2024-07-24,2024-08-01,2024-08-21,8
4063,28,Female,Bay of Plenty,Employed,4,2.8,Mortgage,98786.01,123823.15,94845.26,628,10,0,2,24.08,2900.46,22.96,17963.29,36,small_business,individual,E,E5,0.2530052786523538,70.7,1,1,1.31,0,0,2023-07-02,2023-07-07,2023-07-26,5
4064,41,Female,Taranaki,Self-employed,2,3.4,Own,56935.63,35722.69,56603.31,660,4,1,0,44.74,8528.32,21.28,59466.26,36,debt_consolidation,individual,D,D1,0.2019999202057093,42.7,2,0,0.63,0,0,2023-02-10,2023-02-20,2023-03-11,10
4065,28,Male,Northland,Employed,0,4.1,Mortgage,126245.83,126737.45,119729.82,770,3,0,0,25.75,3716.51,20.87,5066.09,60,other,joint,B,B4,0.1204109243083586,46.7,1,0,1.06,0,0,2024-07-04,2024-07-13,2024-08-06,9
4066,32,Male,West Coast,Self-employed,2,3.8,Mortgage,56313.76,24433.43,53574.28,705,4,0,2,21.42,8821.28,16.6,5404.95,36,other,joint,C,C1,0.1518798556697374,55.9,0,0,0.46,0,0,2024-02-01,2024-02-13,2024-03-09,12
4067,40,Male,Nelson,Part-time,12,8.5,Rent,20114.4,14095.79,20502.17,622,15,1,1,20.15,1054.89,25.29,12772.63,60,medical,individual,E,E3,0.2489752494582351,25.3,1,0,0.69,0,0,2024-12-04,2024-12-16,2025-01-02,12
4068,41,Male,Manawatu-Whanganui,Part-time,0,0.1,Own,74412.42,70006.99,75177.17,633,4,0,1,19.47,4522.27,23.41,7614.9,36,medical,individual,E,E5,0.2223349569557264,82.8,0,0,0.93,0,0,2025-02-17,2025-02-27,2025-03-25,10
4069,26,Other/Prefer not to say,Nelson,Employed,3,4.3,Rent,18000.0,16504.62,18487.31,717,6,1,3,39.55,9759.47,14.65,7131.74,60,home_improvement,individual,C,C4,0.1570966016538389,60.7,3,0,0.89,0,0,2024-05-08,2024-05-13,2024-06-04,5
4070,49,Male,Taranaki,Unemployed,13,10.5,Rent,27187.43,28771.97,27893.97,725,9,0,0,85.05,45974.2,0.0,33833.9,36,vacation,individual,C,C3,0.1702709383822059,43.0,1,0,1.03,0,0,2024-10-20,2024-10-21,2024-11-18,1
4071,44,Male,Canterbury,Employed,3,5.0,Rent,38268.2,40023.56,37817.33,702,3,0,1,43.04,15333.19,12.4,19139.91,60,education,individual,C,C1,0.1743465034821509,27.3,1,0,1.06,0,0,2025-06-25,2025-07-07,2025-07-29,12
4072,31,Female,Waikato,Part-time,3,9.5,Rent,35508.13,38233.33,35077.52,663,6,1,1,6.98,2607.66,8.6,15351.63,60,small_business,individual,D,D1,0.1806354744891554,13.1,1,0,1.09,0,0,2023-11-29,2023-12-08,2024-01-07,9
4073,23,Female,Southland,Unemployed,4,1.8,Mortgage,46869.01,50850.15,44593.99,729,12,2,2,25.34,1035.94,39.78,9492.83,36,debt_consolidation,individual,C,C4,0.1580229766880099,44.7,1,0,1.14,0,0,2023-05-07,2023-05-19,2023-06-14,12
4074,37,Male,Hawke's Bay,Employed,3,0.3,Other,34783.62,38838.85,33564.19,661,7,1,2,24.61,3387.22,8.88,22218.79,60,vacation,individual,D,D3,0.2147436758900224,67.1,1,0,1.16,0,0,2024-07-11,2024-07-16,2024-08-04,5
4075,34,Female,Waikato,Employed,1,10.7,Mortgage,27961.14,23996.0,27881.73,629,16,0,2,12.15,12043.2,25.45,15393.35,36,car,joint,E,E4,0.2597290619864539,61.9,1,0,0.86,0,0,2024-07-10,2024-07-16,2024-08-07,6
4076,39,Female,Auckland,Employed,0,6.6,Rent,163938.07,148370.76,165553.1,775,2,1,1,53.04,1891.62,5.12,11273.46,36,car,individual,B,B1,0.131672529866878,73.6,0,0,0.9,0,0,2023-01-01,2023-01-05,2023-01-29,4
4077,34,Male,Northland,Unemployed,5,8.2,Mortgage,43271.77,45116.2,44809.62,709,8,0,2,19.91,3747.2,5.17,34580.83,36,education,individual,C,C4,0.1792767257720599,0.0,0,0,1.01,0,0,2023-06-17,2023-06-23,2023-07-22,6
4078,18,Male,Taranaki,Employed,13,3.1,Mortgage,18000.0,18823.17,18547.97,633,7,0,1,24.73,2111.23,26.2,46161.31,36,debt_consolidation,individual,E,E2,0.2376322820577749,47.3,0,0,1.01,0,0,2024-09-11,2024-09-23,2024-10-15,12
4079,34,Female,Southland,Self-employed,1,4.7,Own,52343.94,43634.67,56419.12,688,9,3,0,19.75,4211.74,13.02,33048.58,36,car,individual,D,D2,0.1873145817196793,40.9,0,0,0.77,0,0,2023-01-19,2023-01-27,2023-02-13,8
4080,35,Female,Hawke's Bay,Self-employed,1,8.7,Mortgage,33100.51,41915.57,31490.69,682,4,1,1,16.23,5560.79,36.48,23599.99,60,education,individual,D,D2,0.1911482223411181,43.8,1,0,1.33,0,0,2023-11-28,2023-12-01,2023-12-31,3
4081,44,Female,Auckland,Part-time,2,1.2,Mortgage,38221.83,45673.56,37777.34,659,7,0,0,53.17,9121.24,30.4,18116.62,36,medical,individual,E,E4,0.2427475128618866,50.0,0,0,1.21,0,0,2024-08-06,2024-08-11,2024-08-27,5
4082,31,Male,Manawatu-Whanganui,Part-time,8,6.0,Mortgage,99543.3,87404.66,95136.99,694,12,0,1,16.64,1875.34,14.46,5591.04,36,small_business,individual,D,D4,0.1828997879971486,42.1,1,0,0.92,0,0,2024-03-31,2024-04-02,2024-04-25,2
4083,55,Male,Waikato,Employed,2,9.0,Mortgage,49674.55,50088.18,52846.98,624,8,1,0,20.92,9152.03,5.94,19919.2,36,vacation,individual,E,E1,0.2500843537200497,54.9,0,1,0.95,0,0,2023-04-19,2023-05-03,2023-05-19,14
4084,19,Female,Bay of Plenty,Unemployed,11,3.9,Rent,32551.69,47262.06,31733.87,732,5,0,0,42.48,5209.96,23.52,6235.09,36,other,individual,C,C2,0.1655991481183673,44.9,1,0,1.49,0,0,2023-09-25,2023-09-27,2023-10-20,2
4085,51,Male,Nelson,Student,0,8.4,Rent,84956.5,91932.74,89862.85,680,17,0,2,13.51,1617.93,15.9,24107.07,60,medical,individual,D,D1,0.2116248282451389,41.5,1,0,1.02,0,0,2024-03-20,2024-04-02,2024-04-20,13
4086,36,Male,Gisborne,Student,14,3.0,Mortgage,129586.91,146321.4,139000.01,583,9,0,1,11.23,5566.94,26.57,17986.12,36,education,joint,F,F2,0.2707356508325502,38.5,0,0,1.05,0,0,2023-08-28,2023-09-04,2023-09-30,7
4087,47,Female,Otago,Employed,4,7.1,Own,89703.57,83264.01,91557.91,666,11,0,1,31.53,4679.61,31.11,7899.08,36,home_improvement,individual,D,D3,0.1961376805456244,39.2,1,0,0.91,0,0,2023-10-28,2023-11-07,2023-12-04,10
4088,39,Male,Auckland,Employed,5,3.0,Rent,18000.0,17772.8,18263.75,643,12,0,0,26.43,9316.5,13.32,26920.0,60,small_business,individual,E,E3,0.2225238277293637,8.0,4,0,0.97,0,0,2024-08-24,2024-09-06,2024-09-22,13
4089,49,Female,West Coast,Employed,2,0.0,Own,33294.54,45023.05,33358.87,501,9,0,3,18.04,2263.38,22.06,5548.64,36,car,joint,G,G4,0.3301311396238576,39.2,0,0,1.35,0,0,2023-04-13,2023-04-23,2023-05-17,10
4090,34,Female,Waikato,Employed,8,9.0,Rent,66877.09,71736.3,65816.73,671,6,0,2,4.89,2238.2,12.72,12003.68,36,medical,individual,D,D2,0.216248102553344,44.6,1,0,1.09,0,0,2023-09-07,2023-09-21,2023-10-06,14
4091,27,Male,Waikato,Employed,1,6.9,Rent,56137.7,58148.24,54910.01,742,10,0,0,28.34,1324.64,26.32,18353.81,36,education,individual,B,B4,0.1146935454245963,47.6,1,1,1.06,0,0,2024-03-28,2024-04-08,2024-04-26,11
4092,52,Female,West Coast,Employed,0,7.0,Rent,53411.29,56163.48,53017.6,674,6,0,2,67.13,740.65,10.16,15714.79,36,vacation,individual,D,D4,0.1917022905848206,26.0,0,0,1.06,0,0,2024-06-03,2024-06-13,2024-07-06,10
4093,37,Male,Taranaki,Self-employed,3,7.3,Own,36043.74,56194.95,39331.61,722,10,0,2,3.8,3544.06,24.87,8730.6,36,other,individual,C,C1,0.1430991485995017,41.5,0,0,1.43,0,0,2023-06-02,2023-06-08,2023-07-04,6
4094,40,Female,Taranaki,Employed,10,7.3,Rent,27967.32,29588.35,26510.43,681,8,0,0,38.35,3651.08,20.63,2375.5,36,vacation,individual,D,D4,0.1917224017530545,41.9,1,0,1.12,0,0,2025-05-08,2025-05-12,2025-06-04,4
4095,50,Male,Bay of Plenty,Self-employed,7,5.6,Mortgage,216817.57,191663.41,219035.71,653,13,0,2,36.08,918.99,6.26,22503.11,60,debt_consolidation,individual,E,E2,0.2342001670094284,43.3,2,0,0.88,0,0,2023-06-23,2023-06-28,2023-07-16,5
4096,28,Male,Gisborne,Employed,4,4.5,Rent,66065.97,60709.99,68415.63,636,4,0,1,10.82,7397.49,7.17,70000.0,60,vacation,individual,E,E1,0.2414948204109767,25.1,1,0,0.89,0,0,2023-12-09,2023-12-10,2024-01-02,1
4097,44,Female,Marlborough,Student,4,3.0,Mortgage,95551.02,115248.98,94192.4,603,12,0,1,12.22,7994.37,16.53,21436.34,36,debt_consolidation,individual,F,F4,0.2755235308176015,0.0,0,0,1.22,0,0,2024-10-31,2024-11-07,2024-12-06,7
4098,32,Male,Auckland,Part-time,1,11.7,Own,65244.25,49866.43,66601.6,736,11,0,0,18.39,844.24,12.82,9470.9,60,car,joint,C,C4,0.1454745252165329,39.5,0,0,0.75,0,0,2024-03-06,2024-03-14,2024-04-09,8
4099,37,Female,Gisborne,Self-employed,9,2.6,Rent,66832.97,76197.38,61805.12,724,8,0,0,34.42,2734.62,0.0,19537.78,36,small_business,individual,C,C2,0.1612346339413206,29.7,0,0,1.23,0,0,2024-12-27,2025-01-05,2025-01-25,9
4100,39,Male,Nelson,Student,8,1.9,Own,62622.54,56688.21,66771.42,663,12,0,3,44.06,7063.98,4.1,21718.26,36,medical,individual,D,D1,0.2168784389939398,23.8,5,0,0.85,0,0,2024-11-19,2024-11-27,2024-12-12,8
4101,23,Male,Canterbury,Employed,5,5.2,Own,33185.72,22508.08,35062.62,559,11,0,0,23.79,6026.42,7.34,17621.15,36,education,individual,G,G5,0.3309407871044981,37.8,1,0,0.64,0,0,2024-11-17,2024-11-22,2024-12-16,5
4102,30,Female,Marlborough,Unemployed,3,5.3,Rent,26198.28,22372.95,26069.35,708,12,0,2,15.5,2112.74,22.79,12381.81,36,home_improvement,individual,C,C1,0.1432262277558769,17.6,0,0,0.86,0,0,2025-05-01,2025-05-04,2025-05-31,3
4103,52,Male,West Coast,Employed,17,7.6,Mortgage,81951.08,86499.92,78345.91,626,11,1,0,28.17,13716.22,16.82,19674.84,36,other,individual,E,E2,0.2348613770883983,65.9,0,0,1.1,0,0,2025-04-29,2025-05-09,2025-06-06,10
4104,47,Male,Taranaki,Employed,11,2.3,Rent,72754.64,96693.35,75638.99,689,9,0,2,21.88,934.39,9.83,15515.05,60,medical,individual,D,D2,0.1886931184542259,4.7,0,0,1.28,0,0,2024-10-19,2024-10-30,2024-11-19,11
4105,37,Female,Gisborne,Employed,5,8.4,Rent,114132.02,140686.65,107580.16,588,7,1,2,25.41,2570.23,13.61,57935.09,36,small_business,individual,F,F5,0.2995713201818124,30.3,0,0,1.31,0,0,2023-11-20,2023-11-29,2023-12-22,9
4106,40,Female,West Coast,Self-employed,2,2.4,Mortgage,101048.82,100165.85,95973.02,686,7,0,1,8.68,10866.5,25.2,11771.69,36,home_improvement,individual,D,D2,0.2144746693241309,29.4,0,0,1.04,0,0,2024-11-03,2024-11-09,2024-12-06,6
4107,35,Female,Otago,Employed,5,0.0,Mortgage,40016.02,49797.43,39908.76,672,8,1,2,21.15,4956.33,29.65,14943.4,36,education,individual,D,D3,0.2105249552792086,10.1,1,0,1.25,0,0,2024-09-30,2024-10-05,2024-10-21,5
4108,52,Other/Prefer not to say,Waikato,Self-employed,4,9.5,Rent,128244.94,125506.15,137979.0,535,12,0,1,10.73,2914.94,6.02,7909.39,60,debt_consolidation,joint,G,G3,0.3333934367054277,7.3,2,0,0.91,0,0,2024-02-24,2024-03-08,2024-03-28,13
4109,36,Male,Waikato,Employed,3,3.2,Rent,102863.57,77836.63,106158.2,777,12,1,2,16.4,26827.38,12.54,15632.76,36,debt_consolidation,individual,B,B3,0.1150214111722147,43.2,0,0,0.73,0,0,2024-08-16,2024-08-19,2024-09-04,3
4110,40,Female,Southland,Student,2,5.3,Own,98385.38,103719.59,95202.64,660,13,0,1,14.98,2932.46,21.16,24771.59,60,debt_consolidation,individual,D,D2,0.1987133145013148,80.2,0,0,1.09,0,1,2024-04-29,2024-05-05,2024-05-23,6
4111,49,Male,Manawatu-Whanganui,Self-employed,3,7.7,Mortgage,250631.4,187676.1,229552.07,664,13,0,0,34.28,997.16,15.04,13345.65,36,debt_consolidation,individual,D,D5,0.2048328091000545,11.3,1,0,0.82,0,0,2024-10-20,2024-10-23,2024-11-22,3
4112,30,Female,Manawatu-Whanganui,Employed,4,6.9,Rent,221575.31,267725.38,222035.3,712,8,1,1,8.25,1399.72,27.58,30305.54,60,car,individual,C,C5,0.1688034618359815,0.0,0,0,1.21,0,0,2025-01-20,2025-01-30,2025-02-28,10
4113,54,Male,Bay of Plenty,Employed,3,0.5,Mortgage,98330.63,119095.7,99566.75,677,17,0,0,32.12,17807.96,8.92,28945.67,36,other,individual,D,D3,0.1965766947659754,4.8,1,0,1.2,0,0,2024-02-16,2024-02-28,2024-03-29,12
4114,23,Other/Prefer not to say,West Coast,Student,2,0.0,Rent,91241.11,79745.28,90909.08,702,9,0,3,51.92,1072.4,13.9,23770.39,60,small_business,individual,C,C4,0.1541359672269846,22.6,2,0,0.88,0,0,2023-03-25,2023-03-31,2023-04-22,6
4115,54,Female,Auckland,Employed,7,4.4,Rent,124384.85,134226.12,135619.24,611,7,0,2,22.48,13195.61,19.38,33876.26,60,education,individual,F,F3,0.2621955703446706,28.3,1,0,0.99,0,0,2023-04-23,2023-04-27,2023-05-24,4
4116,34,Female,Marlborough,Employed,4,11.8,Mortgage,45787.68,49322.94,45485.65,671,10,0,2,31.55,3182.66,17.64,17168.09,36,small_business,individual,D,D1,0.208840737709241,36.7,0,0,1.08,0,0,2025-01-06,2025-01-08,2025-01-29,2
4117,36,Female,Nelson,Self-employed,0,2.5,Mortgage,46177.36,56539.22,40908.25,565,11,1,1,33.07,26098.27,14.84,10223.37,60,car,individual,G,G5,0.3194548799648462,50.1,0,0,1.38,0,0,2023-11-28,2023-12-06,2023-12-31,8
4118,19,Female,Marlborough,Employed,2,3.6,Rent,97362.4,77985.95,95380.4,666,6,0,1,23.03,7719.45,19.65,20485.86,60,other,joint,D,D2,0.1933200139027061,18.0,1,0,0.82,0,0,2024-01-13,2024-01-17,2024-02-12,4
4119,33,Female,Wellington,Employed,11,9.7,Mortgage,38880.84,45486.6,39764.69,767,8,0,1,20.37,4694.84,23.04,5793.62,60,debt_consolidation,individual,B,B4,0.1379600949526179,11.2,0,0,1.14,0,0,2025-01-24,2025-02-02,2025-03-01,9
4120,28,Male,Hawke's Bay,Employed,7,5.4,Rent,92763.1,72971.74,94557.59,590,7,0,2,16.69,868.07,13.41,9227.12,36,other,individual,F,F5,0.2649089543888203,66.3,1,0,0.77,0,0,2024-10-16,2024-10-23,2024-11-15,7
4121,32,Male,Taranaki,Employed,2,9.6,Mortgage,71413.47,86084.49,70782.61,659,10,0,0,47.39,2570.18,16.73,18696.8,36,vacation,individual,E,E4,0.2215638311289976,49.7,0,0,1.22,0,0,2023-02-10,2023-02-22,2023-03-15,12
4122,37,Male,Auckland,Employed,14,8.9,Rent,38887.51,49097.02,38222.11,553,12,0,1,29.09,10966.84,7.83,5023.0,36,vacation,individual,G,G2,0.3168750124759094,13.5,1,0,1.28,0,0,2025-02-08,2025-02-10,2025-02-25,2
4123,48,Male,Waikato,Employed,0,7.3,Rent,66016.66,60476.66,59416.24,680,8,1,2,13.02,26055.55,10.51,13089.15,60,small_business,individual,D,D4,0.1837834635526643,44.6,1,0,1.02,0,0,2025-03-07,2025-03-11,2025-03-27,4
4124,40,Female,Northland,Employed,16,3.6,Rent,142228.69,184019.14,142838.64,708,11,0,0,51.39,1069.12,10.57,70000.0,36,medical,individual,C,C2,0.1633834973889992,40.1,0,0,1.29,0,1,2023-04-15,2023-04-20,2023-05-20,5
4125,41,Female,Manawatu-Whanganui,Employed,1,2.4,Mortgage,68293.15,50208.67,67136.87,703,3,0,2,30.75,2129.79,18.14,26814.31,60,car,individual,C,C3,0.1559412035422397,52.5,1,0,0.75,0,0,2023-07-21,2023-07-24,2023-08-13,3
4126,27,Female,Hawke's Bay,Part-time,0,3.8,Rent,68464.53,86944.25,69317.77,644,13,0,0,32.18,1460.35,16.85,13135.19,60,education,individual,E,E2,0.2341924533222407,41.4,1,0,1.25,0,0,2024-03-25,2024-04-03,2024-04-24,9
4127,29,Other/Prefer not to say,Taranaki,Self-employed,3,1.0,Rent,79184.33,105924.19,81129.45,551,7,0,0,33.84,4895.51,26.75,9057.26,36,small_business,individual,G,G5,0.3260009033782201,54.7,1,0,1.31,0,0,2025-03-29,2025-04-11,2025-04-28,13
4128,56,Female,Marlborough,Unemployed,2,3.0,Rent,85618.41,95820.96,90931.33,606,7,1,1,29.31,8402.32,10.75,20480.03,60,other,individual,F,F5,0.2923498659654966,19.3,0,0,1.05,0,0,2025-04-22,2025-04-27,2025-05-20,5
4129,31,Male,Southland,Employed,4,1.5,Mortgage,53297.16,53877.82,50750.71,755,11,0,1,26.63,2976.33,12.88,8733.36,60,other,individual,B,B3,0.1110483811873851,31.4,1,0,1.06,0,0,2023-09-23,2023-09-25,2023-10-22,2
4130,55,Male,Southland,Employed,8,5.7,Rent,80201.63,89223.03,75012.66,733,11,1,0,40.7,3736.21,12.68,45580.12,36,medical,individual,C,C4,0.1693997849439968,16.2,0,0,1.19,0,0,2025-06-28,2025-07-09,2025-08-07,11
4131,36,Male,Southland,Unemployed,9,5.8,Mortgage,34637.78,32187.1,33643.73,675,9,0,0,48.96,9182.56,40.1,7012.86,36,home_improvement,joint,D,D1,0.1966515341370831,23.0,0,0,0.96,0,0,2023-07-29,2023-08-01,2023-08-22,3
4132,38,Male,Marlborough,Self-employed,3,3.8,Rent,40243.34,63380.26,38763.2,690,5,0,2,19.28,6814.89,25.55,11383.17,36,small_business,individual,D,D3,0.2117212091610371,33.0,1,0,1.64,0,0,2024-07-16,2024-07-30,2024-08-27,14
4133,49,Female,Canterbury,Employed,3,5.9,Mortgage,43453.78,40529.07,41660.42,618,7,0,0,15.49,1329.94,10.83,12968.85,36,car,individual,F,F2,0.2782635247165318,44.3,0,0,0.97,0,0,2023-04-28,2023-05-07,2023-05-27,9
4134,51,Female,Canterbury,Employed,1,3.0,Own,86163.35,113173.86,92388.25,757,9,0,1,31.92,1610.96,10.36,30693.5,60,home_improvement,individual,B,B5,0.1385257188612669,29.4,0,0,1.22,0,0,2024-12-13,2024-12-20,2025-01-16,7
4135,37,Female,Manawatu-Whanganui,Employed,0,9.5,Mortgage,71559.34,64528.96,72090.37,637,11,0,0,45.42,9396.02,7.62,20025.33,36,debt_consolidation,individual,E,E1,0.2452472148426279,48.3,0,0,0.9,0,0,2024-01-12,2024-01-14,2024-02-03,2
4136,34,Female,Auckland,Student,5,5.6,Mortgage,59965.63,82114.63,65879.42,706,6,1,0,43.01,5209.32,22.98,6186.81,36,home_improvement,individual,C,C4,0.1483281807400618,39.1,1,0,1.25,0,0,2024-07-04,2024-07-13,2024-07-28,9
4137,37,Female,Taranaki,Employed,0,3.0,Mortgage,98381.15,142895.25,98366.05,600,6,0,0,33.02,7579.33,31.94,4798.72,36,debt_consolidation,individual,F,F5,0.2749321206571988,30.1,1,0,1.45,0,0,2024-06-23,2024-07-07,2024-08-03,14
4138,41,Male,Marlborough,Self-employed,7,1.4,Own,81589.82,91967.9,76809.16,669,10,0,2,22.73,895.26,21.4,21890.99,60,other,individual,D,D3,0.1831888748746957,58.6,1,0,1.2,0,0,2025-02-09,2025-02-13,2025-03-15,4
4139,47,Female,Hawke's Bay,Unemployed,4,6.9,Rent,54620.06,60482.51,52412.93,755,9,0,0,25.27,10537.91,16.3,4395.21,36,debt_consolidation,individual,B,B2,0.131026779513404,32.9,1,0,1.15,0,0,2023-03-25,2023-04-07,2023-04-26,13
4140,38,Male,Waikato,Part-time,1,7.5,Own,34926.6,29990.92,36715.64,623,10,0,1,21.16,2594.83,10.21,12933.58,60,debt_consolidation,individual,E,E3,0.22337185214959,17.0,0,0,0.82,0,0,2024-03-29,2024-04-07,2024-05-01,9
4141,44,Male,Southland,Unemployed,4,6.7,Own,39748.1,33184.36,37494.68,725,0,1,1,34.41,6971.71,26.62,12559.36,60,medical,individual,C,C3,0.1492096851475721,38.0,1,0,0.89,0,0,2024-10-28,2024-11-10,2024-11-27,13
4142,54,Male,Auckland,Employed,1,7.9,Rent,26958.58,29912.78,27710.56,615,8,1,0,20.73,4131.68,14.69,11808.46,60,car,individual,F,F5,0.2972538263733863,17.7,0,0,1.08,0,0,2024-09-20,2024-09-22,2024-10-13,2
4143,42,Female,Manawatu-Whanganui,Unemployed,3,4.9,Rent,70720.04,94880.73,69458.56,626,12,1,1,37.78,10898.43,24.41,19396.77,36,vacation,individual,E,E3,0.2329636434562702,0.9,0,0,1.37,0,0,2024-05-28,2024-06-09,2024-07-03,12
4144,41,Male,Bay of Plenty,Unemployed,8,7.1,Own,38748.96,36437.95,36947.47,679,7,0,2,14.72,6563.38,31.43,57037.38,60,small_business,individual,D,D4,0.2083413095921721,75.9,1,0,0.99,0,0,2024-08-27,2024-09-06,2024-09-23,10
4145,23,Male,Marlborough,Unemployed,3,5.0,Mortgage,48288.5,72026.44,51636.15,738,11,0,1,32.76,3049.04,9.85,13405.36,36,debt_consolidation,individual,C,C4,0.1662985737044424,23.6,1,0,1.39,0,0,2024-11-08,2024-11-20,2024-12-09,12
4146,18,Female,Wellington,Student,1,1.9,Rent,60209.66,55872.81,58437.79,662,4,0,2,18.65,2344.03,28.67,12870.75,36,vacation,individual,D,D2,0.1837436147356412,59.5,3,0,0.96,0,0,2024-01-22,2024-01-26,2024-02-16,4
4147,42,Female,Auckland,Part-time,6,1.4,Mortgage,121605.77,133265.14,116573.9,717,3,0,1,17.31,4521.16,19.2,5873.14,36,car,joint,C,C2,0.1460498441952238,8.2,0,0,1.14,0,0,2025-06-30,2025-07-05,2025-08-02,5
4148,37,Male,Marlborough,Employed,1,1.5,Rent,113483.97,124424.2,113036.32,749,11,0,3,38.78,2798.35,20.77,15971.57,60,small_business,individual,B,B2,0.1185132482651092,65.7,0,0,1.1,0,0,2023-12-16,2023-12-18,2024-01-04,2
4149,33,Male,Otago,Employed,7,0.0,Rent,62901.01,64768.74,61302.58,634,9,0,1,22.26,21067.76,25.69,10736.09,60,other,individual,E,E1,0.2350648700097229,41.1,3,0,1.06,0,0,2023-10-23,2023-11-02,2023-11-29,10
4150,40,Female,Taranaki,Unemployed,3,0.0,Mortgage,138890.99,89061.69,154273.07,588,8,0,3,21.08,1642.28,2.29,18026.33,60,debt_consolidation,individual,F,F4,0.2905076317855409,34.6,0,0,0.58,0,0,2023-09-15,2023-09-16,2023-10-13,1
4151,37,Male,Tasman,Employed,3,4.9,Mortgage,19433.11,17998.66,20463.41,659,12,0,1,29.57,4840.08,23.44,19162.64,36,vacation,individual,E,E2,0.2244516099531375,38.2,1,0,0.88,0,0,2023-03-22,2023-03-29,2023-04-22,7
